n,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
128,32,RMP,optimized,0.0005864590057171881,4.262797301635146e-05,3.564494545571506e-05,0.00014970994379837066,0.0001446639944333583,0.0001300049916608259
128,33,RMP,baseline,0.0012732570030493662,4.7986002755351365e-05,4.533199535217136e-05,0.0004920320207020268,0.00021821899281349033,0.0
128,33,RMP,optimized,0.0006831899954704568,4.522498056758195e-05,3.471299714874476e-05,0.00015196201275102794,0.00018581001495476812,0.0001542199752293527
128,34,RMP,baseline,0.0014741549966856837,6.324501009657979e-05,5.9376019635237753e-05,0.0005458410159917548,0.0002292979770572856,0.0
128,34,RMP,optimized,0.0007159219967434183,4.6550994738936424e-05,3.6599027225747705e-05,0.00017202900198753923,0.0001633229840081185,0.00019397698633838445
128,35,RMP,baseline,0.0011585220054257661,4.1059989598579705e-05,4.2444022255949676e-05,0.0004654660006053746,0.0001568700245115906,0.0
128,35,RMP,optimized,0.0008811779989628121,5.296699237078428e-05,4.734902177006006e-05,0.00020388503617141396,0.0002622869797050953,0.00017794800805859268
128,36,RMP,baseline,0.002431307002552785,8.656897989567369e-05,8.823003736324608e-05,0.0009384439763380215,0.00036378498771227896,0.0
128,36,RMP,optimized,0.0010799250012496486,6.496098649222404e-05,6.0927995946258307e-05,0.0002813159953802824,0.00028229900635778904,0.0002350609574932605
128,37,RMP,baseline,0.0021662560029653832,8.666602661833167e-05,9.82919882517308e-05,0.0008348140254383907,0.0003225049440516159,0.0
128,37,RMP,optimized,0.0010155999916605651,6.144597136881202e-05,6.460300937760621e-05,0.00024906596809159964,0.00025278197426814586,0.00023711798712611198
128,38,RMP,baseline,0.002195998007664457,9.119101741816849e-05,7.719604764133692e-05,0.0008203540201066062,0.00032983098935801536,0.0
128,38,RMP,optimized,0.0012587660021381453,7.400401227641851e-05,7.478604675270617e-05,0.00028177704371046275,0.00037092601996846497,0.0002729840198298916
128,39,RMP,baseline,0.0022553409944521263,8.128599438350648e-05,7.742494926787913e-05,0.000854955957038328,0.0003672600141726434,0.0
128,39,RMP,optimized,0.001309258004766889,7.443397771567106e-05,7.149501470848918e-05,0.00032201794965658337,0.00034984001831617206,0.0002933999930974096
128,40,RMP,baseline,0.0022826369968242943,7.856004231143743e-05,0.00013154197949916124,0.0008137769909808412,0.0003950220125261694,0.0
128,40,RMP,optimized,0.0012260009971214458,7.97490356490016e-05,7.080998329911381e-05,0.00029696099227294326,0.00031761699938215315,0.0002597699931357056
128,41,RMP,baseline,0.0023338410101132467,7.854803698137403e-05,8.148397319018841e-05,0.0008576769760111347,0.0003888790088240057,0.0
128,41,RMP,optimized,0.001249166001798585,7.190000906120986e-05,6.183500227052718e-05,0.0003258290089434013,0.0002942060091299936,0.00027085600595455617
128,42,RMP,baseline,0.0012026909971609712,5.476099613588303e-05,4.2126019252464175e-05,0.00047316002019215375,0.00017705699428915977,0.0
128,42,RMP,optimized,0.0006546840013470501,4.3808031477965415e-05,3.479703445918858e-05,0.000144040968734771,0.0001813429844332859,0.00014703100896440446
128,43,RMP,baseline,0.0013150890008546412,6.532701081596315e-05,4.5306034735403955e-05,0.0005051790358265862,0.00019754996174015105,0.0
