matrix_kind,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
gaussian,16,Improved-gOMP,baseline,0.002190977000282146,2.8346006729407236e-05,0.0015262920060195029,0.00014707600348629057,3.276499774074182e-05,0.00016574600158492103
gaussian,16,Improved-gOMP,optimized,0.0012889989993709605,2.8703001589747146e-05,0.0006444559985538945,0.0002865739952540025,4.3657997593982145e-05,0.00012331500329310074
gaussian,17,Improved-gOMP,baseline,0.002333923002879601,2.8434995329007506e-05,0.0016422789994976483,0.00016926199532463215,3.5628003388410434e-05,0.00013786400450044312
gaussian,17,Improved-gOMP,optimized,0.0011601999976846855,2.363699968555011e-05,0.0005765019959653728,0.00022367699784808792,3.8174999644979835e-05,0.0001472690018999856
gaussian,18,Improved-gOMP,baseline,0.0021539430017583072,2.8414007829269394e-05,0.0015098510011739563,0.0001491839939262718,3.419400309212506e-05,0.00014759400073671713
gaussian,18,Improved-gOMP,optimized,0.0011170440011483151,2.6665999030228704e-05,0.0005686110016540624,0.00023886199414846487,3.806199674727395e-05,0.00010452000060467981
gaussian,19,Improved-gOMP,baseline,0.0014903659975971095,2.1174997527850792e-05,0.001128533996961778,0.00011587699918891303,2.6440000510774553e-05,2.6389971026219428e-06
gaussian,19,Improved-gOMP,optimized,0.0006828890000178944,1.4651002857135609e-05,0.0003754459976335056,0.00016487399625475518,2.4122000468196347e-05,2.020002284552902e-06
bernoulli,0,Improved-gOMP,baseline,0.0024416009982815012,3.447700146352872e-05,0.0017228739998245146,0.00016350799705833197,3.734999700100161e-05,0.00012921099914819933
bernoulli,0,Improved-gOMP,optimized,0.001093638999009272,2.617600330268033e-05,0.0005361450021155179,0.00022935000379220583,6.101400140323676e-05,0.0001081709960999433
bernoulli,1,Improved-gOMP,baseline,0.002140881999366684,2.463100099703297e-05,0.0014701870059070643,0.00017495999782113358,3.565500446711667e-05,0.00012939599764649756
bernoulli,1,Improved-gOMP,optimized,0.0011150110003654845,2.1735995687777176e-05,0.0005861359968548641,0.00021893899611313827,3.4868993679992855e-05,0.00011283600179012865
bernoulli,2,Improved-gOMP,baseline,0.002222901999630267,2.5869001547107473e-05,0.001553916994453175,0.00015411400454468094,3.38970021402929e-05,0.00012990399773116224
bernoulli,2,Improved-gOMP,optimized,0.0010466109997651074,2.3630997020518407e-05,0.0005289129985612817,0.00020534500072244555,3.3862004784168676e-05,0.00010686899258871563
bernoulli,3,Improved-gOMP,baseline,0.002113620997988619,2.4888995540095493e-05,0.0014949909964343533,0.00015048400018713437,3.0349998269230127e-05,0.00013208399468567222
