k,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
4,14,OMP,optimized,0.00016142700042109936,1.79649650817737e-05,8.08399636298418e-06,5.833101749885827e-05,1.755802077241242e-05,2.8335998649708927e-05
4,15,OMP,baseline,0.00022923899814486504,2.490798942744732e-05,3.14330100081861e-05,7.155600178521127e-05,2.6420995709486306e-05,0.0
4,15,OMP,optimized,0.00038413800939451903,2.8922033379785717e-05,1.2476011761464179e-05,0.0002178539871238172,3.6711993743665516e-05,4.2298983316868544e-05
4,16,OMP,baseline,0.0002117120020557195,1.8942009774036705e-05,3.100301546510309e-05,6.984001083765179e-05,2.5217988877557218e-05,0.0
4,16,OMP,optimized,0.00022337499831337482,1.750999945215881e-05,7.590002496726811e-06,6.066501373425126e-05,1.8039994756691158e-05,2.9945018468424678e-05
4,17,OMP,baseline,0.00024283099628519267,1.931299630086869e-05,4.022897337563336e-05,8.12960061011836e-05,2.841501554939896e-05,0.0
4,17,OMP,optimized,0.00016616898938082159,1.580899697728455e-05,8.499016985297203e-06,6.267699063755572e-05,1.9028011593036354e-05,3.091598046012223e-05
4,18,OMP,baseline,0.0002439170057186857,3.6008976167067885e-05,3.402199945412576e-05,7.608199666719884e-05,2.9058996005915105e-05,0.0
4,18,OMP,optimized,0.00016392100951634347,1.75369787029922e-05,8.447997970506549e-06,5.8623001677915454e-05,1.8575010471977293e-05,2.917399979196489e-05
4,19,OMP,baseline,0.00021839600231032819,1.6613994375802577e-05,3.622801159508526e-05,7.500599895138294e-05,2.4573004338890314e-05,0.0
4,19,OMP,optimized,0.00015228900883812457,1.4615972759202123e-05,8.189002983272076e-06,5.871900066267699e-05,1.691700890660286e-05,2.605999179650098e-05
4,20,OMP,baseline,0.00030557799618691206,2.014699566643685e-05,3.3980977605096996e-05,0.00012496999988798052,3.86600149795413e-05,0.0
4,20,OMP,optimized,0.0001664909941609949,1.805397914722562e-05,7.946990081109107e-06,6.108300294727087e-05,1.831201370805502e-05,3.0184004572220147e-05
4,21,OMP,baseline,0.00021762600226793438,1.6377001884393394e-05,2.9619011911563575e-05,7.272300717886537e-05,2.320201019756496e-05,0.0
4,21,OMP,optimized,0.00017412799934390932,1.5774989151395857e-05,8.269998943433166e-06,6.22060033492744e-05,2.009300806093961e-05,3.08680027956143e-05
4,22,OMP,baseline,0.00021389499306678772,1.772998075466603e-05,3.07429872918874e-05,7.207899761851877e-05,2.5038985768333077e-05,0.0
4,22,OMP,optimized,0.0001586050057085231,1.5537982108071446e-05,7.315989932976663e-06,5.7789977290667593e-05,1.8951992387883365e-05,2.9139002435840666e-05
4,23,OMP,baseline,0.00021815899526700377,1.8960010493174195e-05,3.724300768226385e-05,6.7515968112275e-05,2.461101394146681e-05,0.0
4,23,OMP,optimized,0.00019849299860652536,2.076200325973332e-05,9.112016414292157e-06,6.878998829051852e-05,2.5139990611933172e-05,3.433300298638642e-05
4,24,OMP,baseline,0.0002558370033511892,1.9436003640294075e-05,3.679198562167585e-05,7.282699516508728e-05,5.1655995775945485e-05,0.0
4,24,OMP,optimized,0.00016501799109391868,1.5906989574432373e-05,8.949005859903991e-06,6.0775011661462486e-05,1.862198405433446e-05,3.0580980819649994e-05
4,25,OMP,baseline,0.00021137899602763355,1.8152975826524198e-05,3.1458999728783965e-05,6.663800741080195e-05,2.5832006940618157e-05,0.0
4,25,OMP,optimized,0.00016229199536610395,1.5372002962976694e-05,8.438000804744661e-06,5.982599395792931e-05,1.813699782360345e-05,2.9995004297234118e-05
4,26,OMP,baseline,0.0002974380040541291,2.251200203318149e-05,4.0686994907446206e-05,8.991899085231125e-05,5.540701386053115e-05,0.0
4,26,OMP,optimized,0.00018766600987873971,2.0336010493338108e-05,9.213006705977023e-06,6.889997166581452e-05,2.0714986021630466e-05,3.227299021091312e-05
4,27,OMP,baseline,0.00020985699666198343,1.8972030375152826e-05,3.072198887821287e-05,6.790699262637645e-05,2.6845998945645988e-05,0.0
4,27,OMP,optimized,0.0001545569975860417,1.724901085253805e-05,7.386013749055564e-06,5.639500159304589e-05,1.7816986655816436e-05,2.7052024961449206e-05
4,28,OMP,baseline,0.00021339100203476846,1.6744001186452806e-05,3.193799057044089e-05,7.227699097711593e-05,2.3598986444994807e-05,0.0
