measurement_ratio,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
0.3125,136,gOMP,optimized,0.00021496399131137878,1.7907004803419113e-05,4.756796988658607e-05,7.791598909534514e-05,2.6245994376949966e-05,0.0
0.3125,137,gOMP,baseline,0.00048629399680066854,2.3557993699796498e-05,7.487800030503422e-05,0.00018792599439620972,3.7016026908531785e-05,0.0
0.3125,137,gOMP,optimized,0.00022949000413063914,1.916999462991953e-05,4.962600360158831e-05,8.243299089372158e-05,2.7309986762702465e-05,0.0
0.3125,138,gOMP,baseline,0.0005033149936934933,2.454702917020768e-05,7.621599070262164e-05,0.00018657499458640814,3.599199408199638e-05,0.0
0.3125,138,gOMP,optimized,0.00023567999596707523,1.9830011297017336e-05,5.44889917364344e-05,8.493599307257682e-05,2.7415022486820817e-05,0.0
0.3125,139,gOMP,baseline,0.0004893779987469316,2.1630010451190174e-05,6.99439988238737e-05,0.00020366099488455802,3.625100362114608e-05,0.0
0.3125,139,gOMP,optimized,0.0002226350043201819,1.8171966075897217e-05,4.990000161342323e-05,8.088401227723807e-05,2.623000182211399e-05,0.0
0.3125,140,gOMP,baseline,0.0005069210019428283,2.655299613252282e-05,7.587697473354638e-05,0.00018136200378648937,3.8250014767982066e-05,0.0
0.3125,140,gOMP,optimized,0.0002377900091232732,1.92909938050434e-05,4.912799340672791e-05,8.249800885096192e-05,2.769799903035164e-05,0.0
0.3125,141,gOMP,baseline,0.000488345991470851,2.2162988898344338e-05,7.344002369791269e-05,0.00019576498016249388,3.797501267399639e-05,0.0
0.3125,141,gOMP,optimized,0.00022165400150697678,1.839300966821611e-05,4.924599488731474e-05,7.97540124040097e-05,2.7080983272753656e-05,0.0
0.3125,142,gOMP,baseline,0.000777702996856533,3.874299000017345e-05,0.00011478099622763693,0.0002886809961637482,7.436698069795966e-05,0.0
0.3125,142,gOMP,optimized,0.000541315006557852,4.194999928586185e-05,0.00015210200217552483,0.00017887300055008382,7.049599662423134e-05,0.0
0.3125,143,gOMP,baseline,0.0005247590015642345,2.4524997570551932e-05,9.966899233404547e-05,0.0001980070082936436,3.7959005567245185e-05,0.0
0.3125,143,gOMP,optimized,0.00024164399656001478,1.9607003196142614e-05,5.128001794219017e-05,8.85300396475941e-05,2.7817004593089223e-05,0.0
0.3125,144,gOMP,baseline,0.000578093997319229,2.603398752398789e-05,8.481803524773568e-05,0.00022377798450179398,4.29860083386302e-05,0.0
0.3125,144,gOMP,optimized,0.00026607098698150367,2.3010026779957116e-05,5.967100150883198e-05,0.00010045498493127525,3.068597288802266e-05,0.0
0.3125,145,gOMP,baseline,0.0004966380074620247,2.1767991711385548e-05,7.144101255107671e-05,0.00020154000958427787,3.963499329984188e-05,0.0
0.3125,145,gOMP,optimized,0.00022607999562751502,1.9418017473071814e-05,4.911801079288125e-05,8.228696242440492e-05,2.7524976758286357e-05,0.0
0.3125,146,gOMP,baseline,0.00046519200259353966,2.2769992938265204e-05,7.236201781779528e-05,0.0001804950152290985,3.4316006349399686e-05,0.0
0.3125,146,gOMP,optimized,0.00022142899979371578,1.892699219752103e-05,4.96989960083738e-05,7.963499228935689e-05,2.616397978272289e-05,0.0
0.3125,147,gOMP,baseline,0.00046479899901896715,2.1191008272580802e-05,6.350899639073759e-05,0.00017828599084168673,3.26819863403216e-05,0.0
0.3125,147,gOMP,optimized,0.0002365059917792678,1.9722996512427926e-05,5.3198004025034606e-05,8.314997830893844e-05,2.7303016395308077e-05,0.0
0.3125,148,gOMP,baseline,0.00045774600584991276,2.1947984350845218e-05,6.757100345566869e-05,0.0001801120233722031,3.4473981941118836e-05,0.0
0.3125,148,gOMP,optimized,0.00022275700757745653,1.948497083503753e-05,4.930702561978251e-05,8.065199654083699e-05,2.6775014703162014e-05,0.0
0.3125,149,gOMP,baseline,0.000497685992741026,2.285699883941561e-05,7.197300146799535e-05,0.0002021320105995983,3.770602052100003e-05,0.0
0.3125,149,gOMP,optimized,0.0003704190021380782,4.01059805881232e-05,7.659000402782112e-05,0.00012506198254413903,4.3589010601863265e-05,0.0
0.3125,150,gOMP,baseline,0.0004396900039864704,2.048799069598317e-05,6.523000774905086e-05,0.00017624399333726615,3.098098386544734e-05,0.0
0.3125,150,gOMP,optimized,0.00021833500068169087,1.8948005163110793e-05,4.928999987896532e-05,7.719898712821305e-05,2.57680076174438e-05,0.0
0.3125,151,gOMP,baseline,0.0004489150014705956,2.1194995497353375e-05,6.942400068510324e-05,0.00018051901133731008,3.311502223368734e-05,0.0
0.3125,151,gOMP,optimized,0.00022835400886833668,1.9457016605883837e-05,5.070200131740421e-05,8.04060255177319e-05,2.7128990041092038e-05,0.0
0.3125,152,gOMP,baseline,0.0004536179912975058,2.1269996068440378e-05,6.788699829485267e-05,0.00018162900232709944,3.335498331580311e-05,0.0
0.3125,152,gOMP,optimized,0.000216682004975155,1.850099943112582e-05,4.714900569524616e-05,7.880802149884403e-05,2.6061985408887267e-05,0.0
0.3125,153,gOMP,baseline,0.0007973759929882362,6.274298357311636e-05,0.00011816297774203122,0.00028322199068497866,6.149799446575344e-05,0.0
0.3125,153,gOMP,optimized,0.0003575109876692295,3.143900539726019e-05,8.128899207804352e-05,0.00012500700540840626,4.2576968553476036e-05,0.0
0.3125,154,gOMP,baseline,0.000676575000397861,3.333901986479759e-05,0.00012271598097868264,0.00025679499958641827,5.7105018640868366e-05,0.0
0.3125,154,gOMP,optimized,0.00025389500660821795,2.1419022232294083e-05,5.383299139793962e-05,9.56150033744052e-05,2.9722985345870256e-05,0.0
0.3125,155,gOMP,baseline,0.0013454620057018474,0.0001030309940688312,0.0002583269961178303,0.00045108399353921413,0.00015918498684186488,0.0
0.3125,155,gOMP,optimized,0.0002493350039003417,2.4222026695497334e-05,5.3224983275868e-05,8.820500806905329e-05,2.7749061700887978e-05,0.0
0.3125,156,gOMP,baseline,0.0005299000040395185,2.4039007257670164e-05,8.405401604250073e-05,0.00020104297436773777,3.9117978303693235e-05,0.0
0.3125,156,gOMP,optimized,0.0002554960083216429,1.998500374611467e-05,5.5499011068604887e-05,9.526201756671071e-05,2.9501999961212277e-05,0.0
0.3125,157,gOMP,baseline,0.0005303439975250512,2.7885980671271682e-05,9.160200715996325e-05,0.00019083199731539935,3.883300814777613e-05,0.0
0.3125,157,gOMP,optimized,0.0002293680008733645,2.177599526476115e-05,4.868699761573225e-05,8.509600593242794e-05,2.5902001652866602e-05,0.0
0.3125,158,gOMP,baseline,0.0005126030009705573,2.1970990928821266e-05,6.731598114129156e-05,0.00019399500160943717,3.9938982808962464e-05,0.0
0.3125,158,gOMP,optimized,0.00024486899201292545,1.993199111893773e-05,5.408498691394925e-05,9.043300815392286e-05,2.7377987862564623e-05,0.0
0.3125,159,gOMP,baseline,0.0008999420097097754,4.638798418454826e-05,0.0001354540145257488,0.0003357210225658491,7.62129930080846e-05,0.0
0.3125,159,gOMP,optimized,0.000610582996159792,3.898599243257195e-05,0.00019816399435512722,0.00022511102724820375,6.148600368760526e-05,0.0
0.3125,160,gOMP,baseline,0.0006085220084059983,2.9336006264202297e-05,0.00012403300206642598,0.0002104820014210418,4.2768020648509264e-05,0.0
0.3125,160,gOMP,optimized,0.0002381650119787082,1.8400984117761254e-05,5.218801379669458e-05,8.824699034448713e-05,2.7731002774089575e-05,0.0
0.3125,161,gOMP,baseline,0.0004950130096403882,2.6219015126116574e-05,6.913700781296939e-05,0.00017957000818569213,3.6205994547344744e-05,0.0
0.3125,161,gOMP,optimized,0.0002351000002818182,2.3333006538450718e-05,5.259501631371677e-05,8.405298285651952e-05,2.618902362883091e-05,0.0
0.3125,162,gOMP,baseline,0.0005199589941184968,2.531197969801724e-05,8.000899106264114e-05,0.00021061098959762603,4.0465994970873e-05,0.0
0.3125,162,gOMP,optimized,0.000679286997183226,4.8496018280275166e-05,0.00012386000889819115,0.0002604119945317507,9.113199485000223e-05,0.0
0.3125,163,gOMP,baseline,0.000596145007875748,3.8241007132455707e-05,0.00010115400073118508,0.00022402098693419248,5.4809992434456944e-05,0.0
0.3125,163,gOMP,optimized,0.0002531800128053874,2.6180976419709623e-05,5.605799378827214e-05,9.223699453286827e-05,2.9319999157451093e-05,0.0
0.3125,164,gOMP,baseline,0.00048097700346261263,2.2805994376540184e-05,7.643796561751515e-05,0.00018889500643126667,3.3854987123049796e-05,0.0
0.3125,164,gOMP,optimized,0.00022319100389722735,1.8251012079417706e-05,4.9192007281817496e-05,7.945198740344495e-05,2.621201565489173e-05,0.0
0.3125,165,gOMP,baseline,0.0005060279945610091,2.7451009373180568e-05,8.165901817847043e-05,0.00018844199075829238,3.92219953937456e-05,0.0
0.3125,165,gOMP,optimized,0.00041477399645373225,2.573299570940435e-05,5.8667996199801564e-05,0.00011489700409583747,0.00010512398148421198,0.0
0.3125,166,gOMP,baseline,0.00048218099982477725,2.1835992811247706e-05,7.607598672620952e-05,0.0001918439957080409,3.452399687375873e-05,0.0
0.3125,166,gOMP,optimized,0.0002487370074959472,2.036200021393597e-05,6.158501491881907e-05,8.759199408814311e-05,2.8166992706246674e-05,0.0
0.3125,167,gOMP,baseline,0.0004837519954890013,2.549598866607994e-05,7.491299766115844e-05,0.00018495800031814724,3.8354977732524276e-05,0.0
0.3125,167,gOMP,optimized,0.00028052000561729074,4.017900209873915e-05,5.9116980992257595e-05,9.48790111579001e-05,3.144801303278655e-05,0.0
0.3125,168,gOMP,baseline,0.0008623869944131002,3.542896592989564e-05,0.00012287798745092005,0.00032930599991232157,9.10920207388699e-05,0.0
0.3125,168,gOMP,optimized,0.0007750680088065565,5.699601024389267e-05,0.0001470779679948464,0.00037668099685106426,6.940799357835203e-05,0.0
0.3125,169,gOMP,baseline,0.0004960790101904422,2.6613997761160135e-05,6.971898255869746e-05,0.00018283000099472702,3.8308993680402637e-05,0.0
0.3125,169,gOMP,optimized,0.0002662350016180426,2.3847009288147092e-05,6.06510293437168e-05,9.126598888542503e-05,3.073897096328437e-05,0.0
0.3125,170,gOMP,baseline,0.0004986330022802576,3.183499211445451e-05,8.339401392731816e-05,0.000183891985216178,3.8775018765591085e-05,0.0
0.3125,170,gOMP,optimized,0.0002739949995884672,2.1715997718274593e-05,5.834599141962826e-05,0.0001071680017048493,3.2845986424945295e-05,0.0
0.3125,171,gOMP,baseline,0.000640818994725123,3.373698564246297e-05,9.50219837250188e-05,0.00021347698930185288,5.199301813263446e-05,0.0
0.3125,171,gOMP,optimized,0.0002791379956761375,2.4283028324134648e-05,6.922401371411979e-05,9.94380097836256e-05,2.938098623417318e-05,0.0
0.3125,172,gOMP,baseline,0.0007309840002562851,3.362800634931773e-05,0.0001138010120484978,0.00026183899899479,6.32779992884025e-05,0.0
0.3125,172,gOMP,optimized,0.00039039998955558985,2.7444999432191253e-05,8.113800140563399e-05,0.00016105902614071965,4.29279898526147e-05,0.0
0.3125,173,gOMP,baseline,0.00045621699246112257,2.3438973585143685e-05,6.710000161547214e-05,0.00017959901015274227,3.79629636881873e-05,0.0
0.3125,173,gOMP,optimized,0.0002225339994765818,2.0957013475708663e-05,4.849702236242592e-05,7.951000588946044e-05,2.613599644973874e-05,0.0
0.3125,174,gOMP,baseline,0.0004831650003325194,2.3130007321015e-05,7.271497452165931e-05,0.00018334701599087566,3.561298944987357e-05,0.0
0.3125,174,gOMP,optimized,0.0003391530044609681,2.3047003196552396e-05,8.689300739206374e-05,0.0001009530242299661,3.650998405646533e-05,0.0
0.3125,175,gOMP,baseline,0.00048281501221936196,2.5601009838283062e-05,7.650497718714178e-05,0.00018045201431959867,3.705099516082555e-05,0.0
0.3125,175,gOMP,optimized,0.00023230099759530276,2.1953979739919305e-05,5.1758994231931865e-05,8.283701026812196e-05,2.592099190223962e-05,0.0
0.3125,176,gOMP,baseline,0.0004907600086880848,2.248401870019734e-05,8.912300108931959e-05,0.00018480801372788846,3.935200220439583e-05,0.0
0.3125,176,gOMP,optimized,0.0005910049949306995,7.357400318142027e-05,0.00017982399731408805,0.00018418699619360268,6.805900193285197e-05,0.0
0.3125,177,gOMP,baseline,0.0008853489998728037,4.953600000590086e-05,0.00013373000547289848,0.00034269000752829015,7.481998181901872e-05,0.0
0.3125,177,gOMP,optimized,0.0004349230002844706,3.6101992009207606e-05,0.0001005560188787058,0.0001573100162204355,5.102998693473637e-05,0.0
0.3125,178,gOMP,baseline,0.00045265399967320263,2.3353990400210023e-05,6.75400224281475e-05,0.00017753898282535374,3.4240976674482226e-05,0.0
0.3125,178,gOMP,optimized,0.00021845399169251323,2.144800964742899e-05,4.7724024625495076e-05,7.766301860101521e-05,2.5763001758605242e-05,0.0
0.3125,179,gOMP,baseline,0.0004930300056003034,2.190600207541138e-05,8.167199848685414e-05,0.0001953479804797098,3.576900053303689e-05,0.0
0.3125,179,gOMP,optimized,0.0002300609921803698,2.5047978851944208e-05,5.050800973549485e-05,8.035196515265852e-05,2.6624984457157552e-05,0.0
0.3125,180,gOMP,baseline,0.0005090560007374734,2.554399543441832e-05,8.201802847906947e-05,0.00020371598657220602,4.0019978769123554e-05,0.0
0.3125,180,gOMP,optimized,0.000231794998398982,2.2353007807396352e-05,5.130298086442053e-05,8.24349990580231e-05,2.7014990337193012e-05,0.0
0.3125,181,gOMP,baseline,0.0005688789970008656,2.743201912380755e-05,0.00011085098958574235,0.00020779100304935127,4.200602415949106e-05,0.0
0.3125,181,gOMP,optimized,0.00031070799741428345,4.186698060948402e-05,6.314300117082894e-05,0.0001119139778893441,3.0067996704019606e-05,0.0
0.3125,182,gOMP,baseline,0.0004905450041405857,2.8704991564154625e-05,7.911899592727423e-05,0.00018405201262794435,3.9292004657909274e-05,0.0
0.3125,182,gOMP,optimized,0.00022641099349129945,2.227701770607382e-05,4.823402559850365e-05,8.254000567831099e-05,2.588098868727684e-05,0.0
0.3125,183,gOMP,baseline,0.00048228898958768696,2.3594984668307006e-05,7.010601984802634e-05,0.0001752099924487993,4.016498860437423e-05,0.0
0.3125,183,gOMP,optimized,0.00043785799061879516,2.718101313803345e-05,8.879198867361993e-05,0.0001830619730753824,5.45639923075214e-05,0.0
0.3125,184,gOMP,baseline,0.0004968779976479709,2.4527005734853446e-05,7.291800284292549e-05,0.00018183702195528895,3.565599035937339e-05,0.0
0.3125,184,gOMP,optimized,0.00024182100605685264,2.226998913101852e-05,5.2839008276350796e-05,8.832600724417716e-05,2.6846013497561216e-05,0.0
